ID,GovWin ID,NAME,Portfolio,Capture Lead,Business Unit,Include in Moneyball,Expected RFP Release,i3 Role,Stage,Prime Contractor,Total Value,Our Value,Win Probability,Must Win,Status,Actual RFP Release,Award Date,BD_Sales Lead,Competition Type,Complexity,Contract Type,Contract Vehicle,Contracts POC,Customer Type,Estimated Start Date,Modified By,Moneyball,NAICS,Opportunity Type,Primary Agency,Prime POC,Prime POC Email,Proposal or EWP Due,Proposals POC,RFI or IWP,TA completed,Submission Date,Estimated Completion Date,Contract Period Months,Weighted Value,Solicitation #,Solicitation Date,Technical POC,CPEG,Modified
"680","200603","ANALYTICAL AND REPORTING CAPABILITIES ENGINEERING SERVICES II (ARCES II)","TADSS","Vaughn, Jake","HST","no","4/15/2024","SUB","NOBID","TBD","$18,650,000.00","$1.00","1%","No","Qualifying - Team is digging in on the details (Bronson deep dive) - Small Business Enterprise Applications Solutions (SBEAS)    08/2022 solicitation date. ",,,,"SBSA",,"CPFF","IDIQ (Multiple Award)",,"NB","9/1/2024","william.glover@i3-corps.com",,"541511",,"Air Force",,,"5/15/2024",,,"Planning",,"9/1/2029","60","$0",,,,"Grow","2023-04-28T14:45:55Z"
"681","186727","TEST EVALUATION AND MODELING SIMULATIONS (TEMS)","TADSS","Vaughn, Jake","HST","no","2/15/2023","SUB","NOBID","TBD","$6,300,000.00","$1.00","1%","No","Qualifying - BD/Sales team finding details and a POC at Symvionics.  Bronson Deep Dive   ",,,,"F&O",,"FFP","IDIQ",,"NB","7/15/2023","william.glover@i3-corps.com",,"541330","Formal","Air Force",,,"2/15/2023",,,"Planning",,"7/15/2023","0","$0",,,,"Grow","2023-04-28T14:45:58Z"
"682","109835","Special Operations Aviation Specialized Support Services (SOA-S3)","TADSS","Grady, Stephen","ITFS","no","3/1/2022","SUB","NOBID","ProjectXYZ","$250,000,000.00","$125,000,000.00","30%","No","No bid",,"10/14/2022","nathan.mcgee@i3-corps.com","SBSA",,,,,"NB","11/3/2022","william.glover@i3-corps.com",,,,"Army",,,"4/4/2022",,,"Planning",,"10/3/2027","59","$37,500,000",,,,"Grow","2023-04-28T14:45:58Z"
"683","205773","Fixed Wing Training at Ft Rucker","TADSS","Grady, Stephen","ITFS","no","10/1/2021","SUB","CANCEL","Jacobs Technology Inc.","$195,609,000.00","$1.00","10%","No","We will be training, possible share IP duties",,,,"F&O",,"FFP",,,"NB","10/1/2021","william.glover@i3-corps.com",,"611512",,"Army",,,"11/1/2021",,,"Planning",,"3/1/2022","5","$0",,,,"Grow","2023-04-28T14:28:22Z"
"684","151791","AIR COMBAT ENVIRONMENT TEST AND EVALUATION FACILITIES (ACETEF)","TADSS","Rinna, Lee","HST","no","1/1/2025","SUB","CAPTURE","AMEWAS","$218,000,000.00","$1.00","1%","No","Lee Rinna setting demo with AMEWAS to use this contract as an avenue to get our training to their Navy customer for training upgrades.",,"6/1/2024",,"SBSA","Moderate","FFP","IDIQ",,"NB - RFQ","7/1/2024","william.glover@i3-corps.com",,"541715","Formal","Navy",,,"2/1/2024",,,"Planning",,"5/31/2029","58","$0",,,,"Grow","2023-06-05T15:26:23Z"
"685","206512","Marine Air Defense Integrated System Virtual Trainer (MADIS)","TADSS","Rinna, Lee","HST","no","11/6/2023","PRIME","NOBID","i3","$18,000,000.00","$1.00","20%","No","RFI submitted 9/30. Still waiting on response.  ""2nd best RFI ever"".  Nathan in touch with Gov POC / no new intel as of 01/5/2023.",,,,"F&O","Moderate","FFP","STANDALONE",,"NB","4/15/2024","doug.brockhard@i3-corps.com",,"611420","Formal","Marines",,,"12/11/2023",,"5/18/2021","Planning",,"4/1/2029","59","$0",,,,"Grow","2023-06-15T18:21:06Z"
"686",,"KORD DEMSHORAD OPERATOR TRAINING","TADSS","Hamilton, Lionel","VTSG","no","12/14/2021","SUB","CANCEL","Kord Technologies Inc","$1,000,000.00","$1,000,000.00","0%","No","This is the follow on to DEMSHORAD 3D effort.   Will be awarded approx 3 Months after the 3D effort",,,,"F&O","Straightforward","T&M","Purchase Order",,"RC","1/19/2022","william.glover@i3-corps.com",,,,"Army",,,"1/12/2022",,"12/9/2021","Planning",,"1/11/2023","11","$0",,,,"Grow","2023-04-28T14:28:22Z"
"687",,"DEMSHORAD AR/VR","TADSS","Hamilton, Lionel","VTSG","no","7/20/2022","SUB","CANCEL","Kord Technologies Inc","$1,300,000.00","$1,300,000.00","0%","No","Last phase of the DEMSHORAD training will be the  ""Cool Stuff""  AR/VR.   ",,,,"F&O","Straightforward","T&M","Purchase Order",,"RC","8/3/2022","william.glover@i3-corps.com",,,,"Army",,,"8/10/2022",,"7/13/2022","Planning",,"8/16/2023","12","$0",,,,"Grow","2023-04-28T14:28:33Z"
"688","202708","ADVANCED PILOT TRAINING ET7A MAINTENANCE TRAINING SYSTEM","TADSS","Rehome, Paul","VTSG","yes","9/1/2023","SUB","CAPTURE","TBD","$500,000,000.00","$1.00","15%","No","6/23/23: Draft Systems Requirements Doc (SRD) doc was released; requested the info from the Gov. Questions/comments on this doc are due 7/14/23.
5/23/23: Boeing wants to team but we have decided not to team with them until additional requirements are released that would preclude us from priming.
1/30/23 - Nathan coordinating with FSI Defense for approach strategy for Part Task Trainer. Unsolicited white paper being developed ISO effort. 
12/01/22 - Mr. Cherry engaged with Paul Rehome at I/ITSEC booth.  
12/01/22 - Successful engagement with Govt team in one-on-one meeting.  Indicated they were considering competing as a small biz set aside.
10/25/22 - Capture strategy session (Paul, Andy).  
8/24/22 - Responded to RFI early July. Continue dialog w/ Allen Cherry.  Solicitation Summer 23. 
11/21 - Industry Day and One on One sessions at IITSEC.   Sent POC's for i3 Training products to Allen Cherry Training Branch Requirements Manager.
Customer: Air Force Materiel Command, Air Force Life Cycle Management Center, Mobility Directorate
6.27.203: No major updates",,,,"F&O","Moderate","FFP","TBD",,"NB","3/6/2024","jeremy.reddoch@i3-corps.com",,"336413","Formal","Air Force",,,"10/16/2023",,"3/26/2021","Planning",,"4/9/2025","13","$0",,,,"Create","2023-06-27T15:13:00Z"
"689","210421","Cyber Information Technology Enterprise Services (SCITES)","CREWS","TBD","ITCE","no","6/1/2026","TBD","IDENT","General Dynamics","$761,600,000.00","$1.00","10%","No",,,,,"F&O",,,,,"NB","10/1/2026","william.glover@i3-corps.com",,,,"DOD",,,"7/1/2026",,,"Planning",,"10/1/2031","60","$0",,,,"Grow","2023-06-05T15:54:42Z"
"690","210419","Enterprise Network Cyber Defense in support of the Marine Corps Network Operations and Security Center - DUPLICATE","CREWS","TBD","ITCE","no","7/3/2023","TBD","INACTIVE","Northrop Grumman Systems","$59,404,000.00","$1.00","10%","No",,,,,"TBD",,,"TBD",,"NB","11/1/2023","william.glover@i3-corps.com",,,"Formal","Marines",,,"8/1/2023",,,"Planning",,"11/1/2028","60","$0",,,,"Grow","2023-03-07T17:11:33Z"
"692",,"HAPCAT Follow On","SMS","Black, Brad","GTFD","no","1/1/2025","PRIME","IDENT","i3","$1.00","$1.00","50%","No",,,,,"TBD",,,"TBD",,"RC","8/1/2025","daniel.robertson@i3-corps.com",,,"Formal","Air Force",,,"2/1/2025",,,"Planning",,"8/1/2030","60","$1",,,,"Grow","2023-02-22T16:53:25Z"
"693",,"New ARC Heater Facility @ AEDC Green Field","SMS","Wilson, Michael","GTFD","no","6/1/2023","SUB","NOBID","TBD","$1.00","$1.00","25%","No","Watch - Under the NAS Operations contract.  I combined this with %23817.  --Bronson
",,,,"TBD",,,"STANDALONE",,"NB","1/1/2023","william.glover@i3-corps.com",,,"Organic","Air Force",,,"7/1/2023",,,"Planning",,"1/1/2028","60","$0",,,,"Expand","2023-04-28T14:46:06Z"
"694",,"TAMU BAM","SMS","Black, Brad","GTFD","yes","10/16/2023","SUB","QUAL","TBD","$1.00","$1.00","10%","No","White paper submitted, next step RFP
",,,"nathan.mcgee@i3-corps.com","TBD",,,"STANDALONE",,"NB","2/15/2024","daniel.robertson@i3-corps.com",,,"Formal","Air Force",,,"11/13/2023",,,"Planning",,"2/15/2029","60","$0",,,,"Create","2023-05-24T20:13:19Z"
"695",,"LM M&FC HWT","SMS","Tylicki, Randy","GTFD","no","11/6/2023","PRIME","CAPTURE","i3","$75,000,000.00","$75,000,000.00","5%","No","2/28/2023 - Tim Fennell with LM reached out to let us know they were not going to be able to fund the M14 ROM as that pill was too big to swallow. There are still initiatives being worked behind the scenes towards a M10 facility, but they said they don't need any additional information from us right now. I offered up the info Brad Black shared as to how we could rework the requirements to bring the cost down and offered to coordinate a call. That was communicated on 3/21 but I (Nathan) have not heard anything back yet.
LMCO reached out for ROM week of 8/12/22 and i3 provided an update. Requirements have increased from Mach 10 capability to Mach 14 and i3 is provide a more in depth ROM the week of 8/19/22. FFP expected, funded from LMCO capital with proposal expected by the end of CY22 if approved. Dollar value and PoP represents the ROM for developing Mach 14 facility.   Offering a trade study to refine requirements.",,,,"TBD",,"FFP","STANDALONE",,"NB","3/4/2024","daniel.robertson@i3-corps.com",,,"Formal","Other",,,"12/18/2023",,,"Planning",,"3/8/2027","36","$3,750,000",,,,"Create","2023-05-24T18:26:23Z"
"696","199393","TETRAS II","CORP","Watts, Rick","CORP","yes","7/15/2022","PRIME","WON","i3","$999,000,000.00","$1.00","40%","No","submitted 9/30.  Orals presentation 10/12 in Elgin. 
Pending award announcement. ","6/6/2022","6/22/2023","hannis.watts@i3-corps.com","F&O","Moderate","CPFF","IDIQ (Multiple Award)",,"NB","9/13/2023","hannis.watts@i3-corps.com",,"541715","Formal","Air Force",,,"9/30/2022",,,"Yes","9/30/2022","9/13/2028","60","$0",,,,"Grow","2023-06-26T14:41:45Z"
"697",,"C5 60V OPTIMIZED ELECTRICAL INTERCONNECTION SYSTEM FOR UH-60V","TADSS","Brockhard, Doug","VTSG","no","9/24/2021","SUB","LOST","TBD","$50,000,000.00","$1,700,000.00","0%","No","Submitted (5 FTE's)","9/24/2021","12/8/2021",,"F&O","Moderate","T&M","OTA",,"NB","1/3/2022","william.glover@i3-corps.com",,,,"Army",,,"10/12/2021",,"8/25/2021","Yes","10/11/2021","12/11/2024","35","$0",,,,"Expand","2023-04-28T14:41:22Z"
"698","210970","Development & Support For EW Systems for Sensor Architecture & Integration","CREWS","Howard, Mike","NRL","no","3/31/2022","SUB","NOBID","TBD","$51,708,000.00","$1.00","30%","No","Awarded to Simventions 08/05/2022.   Moved to NOBID on 01/13/2023.  -Bronson",,,,"F&O",,"CPFF","STANDALONE",,"NB","9/15/2022","william.glover@i3-corps.com",,,"Formal","Navy",,,"4/30/2022",,,"Planning",,"9/15/2027","60","$0",,,,"Grow","2023-06-05T15:55:13Z"
"699","211240","ASCEND (Formerly Government Wide Cloud Blanket Purchase Agreement (BPA))","CREWS","Garstang, Brian","ITCE","yes","9/1/2023","PRIME","CAPTURE","i3","$1.00","$1.00","25%","No","Currently working adding the Cloud SIN to our GSA MAS schedule.",,,,"TBD",,,"IDIQ (Multiple Award)",,"NB","2/1/2024","william.glover@i3-corps.com",,,"Formal","GSA",,,"10/1/2023",,,"Planning",,"2/1/2029","60","$0",,,,"Grow","2023-06-05T14:21:24Z"
"700","117063","IT Services to Support the Army Training Requirements and Resources System (ATRRS)","CREWS","TBD","ITCE",,"9/2/2022","PRIME","NOBID","i3","$83,771,000.00","$1.00","10%","No",,,,,"TBD",,,,,"NB","2/1/2023","william.glover@i3-corps.com",,"541511",,"Army",,,"10/1/2022",,,"Planning",,"2/1/2028","60","$0",,,,"Grow","2023-04-28T14:46:16Z"
"701","209098","DISA Cyber Security Consolidation (CSC)","CREWS","TBD","ITCE",,"8/1/2022","PRIME","NOBID","i3","$73,878,000.00","$1.00","10%","No",,,,,"F&O",,,,,"NB","2/1/2023","william.glover@i3-corps.com",,"541519",,"DOD",,,"9/1/2022",,,"Planning",,"2/1/2028","60","$0",,,,"Grow","2023-04-28T14:46:16Z"
"702","181420","Advanced Cyber Analytics (ACA)","CREWS","TBD","ITCE",,"12/2/2022","PRIME","NOBID","i3","$100,000,000.00","$1.00","10%","No",,,,,"SBSA",,,,,"NB","6/1/2023","william.glover@i3-corps.com",,"541511",,"DOD",,,"1/1/2023",,,"Planning",,"6/1/2028","60","$0",,,,"Grow","2023-06-05T15:34:41Z"
"703","201989","Defense Cyber Operations Support","CREWS","TBD","ITCE",,"9/15/2022","PRIME","NOBID","i3","$108,000,000.00","$1.00","10%","No",,,,,"TBD",,,,,"NB","9/1/2022","william.glover@i3-corps.com",,"517311 & 517110",,"Air Force",,,"8/31/2022",,,"Planning",,"9/1/2027","60","$0",,,,"Grow","2023-04-28T14:46:16Z"
"704","206287","ATIS ATIA  Analysis","CREWS","TBD","ITCE",,"4/1/2022","TBD","NOBID","i3","$11,906,000.00","$1.00","10%","No",,,,,"SBSA",,,,,"NB","9/1/2022","william.glover@i3-corps.com",,"541512",,"Army",,,"5/1/2022",,,"Planning",,"9/1/2027","60","$0",,,,"Grow","2023-06-05T15:50:31Z"
"705","209739","Enterprise Mission Assurance Support Services Dept of Veterans Affairs VA Onboarding Deployment and Maintenance (EMASS)","CREWS","TBD","ITCE",,"4/1/2027","PRIME","IDENT","i3","$50,000,000.00","$1.00","10%","No",,,,,"SBSA",,,,,"NB","9/1/2027","william.glover@i3-corps.com",,"541519",,"DOD",,,"5/1/2027",,,"Planning",,"9/1/2033","72","$0",,,,"Grow","2023-06-05T15:54:05Z"
"707","186940","DISA Network Engineering NE Support For The WHCA","CREWS","TBD","ITCE",,"3/1/2027","SUB","IDENT","i3","$50,000,000.00","$1.00","10%","No",,,,,"F&O",,,,,"NB","9/1/2027","william.glover@i3-corps.com",,"541511",,"DOD",,,"4/1/2027",,,"Planning",,"9/1/2032","60","$0",,,,"Grow","2023-02-12T18:36:19Z"
"708","170288","Cyber Security Service Provider Services For IAAS PAAS (SEAPORT NXG)","CREWS","TBD","ITCE",,"5/2/2022","PRIME","NOBID","i3","$250,000,000.00","$1.00","10%","No",,,,,"Both",,,,,"NB","2/1/2023","william.glover@i3-corps.com",,"541330",,"Navy",,,"6/1/2022",,,"Planning",,"2/1/2028","60","$0",,,,"Grow","2023-06-05T15:29:34Z"
"709","206709","Computer Network Defense Naval Security Systems (SEAPORT NXG)","CREWS","King, David","ITCE",,"5/1/2023","PRIME","NOBID","i3","$100,000,000.00","$8,000,000.00","10%","No","Bronson:  Nothing in Seaport Portal as of 12/16/22, moving RFP out a bit and can discuss in next Draft Room.",,,,"F&O",,"CPFF","SEAPORTNXG",,"NB","12/1/2023","william.glover@i3-corps.com",,"541330","Formal","Navy",,,"6/1/2023",,,"Planning",,"12/1/2028","60","$800,000",,,,"Grow","2023-06-05T15:51:08Z"
"711","172486","USCENTCOM C4 Enterprise Support (C4ES)","CREWS","TBD","ITCE",,"11/3/2023","PRIME","IDENT","i3","$678,114,000.00","$1.00","10%","No",,,,,"F&O",,,,,"NB","5/1/2024","william.glover@i3-corps.com",,"541512",,"DOD",,,"12/1/2023",,,"Planning",,"5/1/2029","60","$0",,,,"Grow","2023-02-12T18:36:19Z"
"712","198053","Cybersecurity Support For The Special Operations Forces Information Enterprise","CREWS","TBD","ITCE",,"10/2/2023","PRIME","IDENT","i3","$74,419,000.00","$1.00","10%","No",,,,,"F&O",,,,,"NB","1/1/2024","william.glover@i3-corps.com",,"541512",,"DOD",,,"11/1/2023",,,"Planning",,"1/1/2029","60","$0",,,,"Grow","2023-02-12T18:36:19Z"
"713","208292","NASA LaRC RSES","TADSS","Watts, Rick","ITFS","no","6/30/2022","SUB","NOBID","Aerodyne","$700,000,000.00","$2,500,000.00","20%","No","Sub to Aerodyne/Jacobs JV if TA is offered/extended. 
Value prop has been challenging.  Their team is locked down.",,,"hannis.watts@i3-corps.com","SBSA","Difficult","CPFF","STANDALONE",,"NB","4/21/2023","william.glover@i3-corps.com",,"541715",,"NASA",,,"7/30/2022",,,"Planning",,"4/21/2028","60","$500,000",,,,"Grow","2023-04-28T14:31:14Z"
"714","100088","Systems Engineering and Modeling Simulation R&D for NRL Electronic Warfare Systems Test and Evaluation (Org 5770)","CREWS","McGee, Nathan","NRL","no","12/30/2022","PRIME","NOBID","i3","$48,400,000.00","$1.00","10%","No","Customer happy with existing performer. ",,,,"SBSA",,,,,"NB","1/1/2024","william.glover@i3-corps.com",,"541715",,"Navy",,,"1/31/2023",,,"Planning",,"1/1/2029","60","$0",,,,"Grow","2023-04-28T14:46:11Z"
"715","160873","EGLIN WIDE AGILE ACQUISITION CONTRACT (EWAAC)","CORP","Rinna, Lee","CORP","no","12/10/2021","PRIME","NOBID","i3","$46,000,000,000.00","$1.00","30%","No","Contacting KO to determine eligibility.",,,"hannis.watts@i3-corps.com","F&O","Moderate","CPFF","IDIQ (Multiple Award)",,"NB","1/31/2022","william.glover@i3-corps.com",,"332993",,"Air Force",,,"1/10/2022",,,"Planning",,"1/31/2032","120","$0",,,,"Grow","2023-06-05T15:27:05Z"
"716","211453","AEDC 16-S Removable Wind Tunnel Test Cart - Tech Approach & ROM ","SMS","Wilson, Michael","GTFD","yes","2/1/2024","PRIME","QUAL","TBD","$25,913,000.00","$25,913,000.00","25%","No","Second RFI expected soon.   ",,,"nathan.mcgee@i3-corps.com","TBD",,"CPFF","STANDALONE",,"NB","10/1/2024","william.glover@i3-corps.com",,,"Formal","Air Force",,,"3/1/2024",,"1/6/2022","Planning",,"10/1/2029","60","$6,478,250",,,,"Create","2023-07-12T13:44:32Z"
"719","210405","NAVAIR IT Logistics Life Cycle Support Services","CREWS","McGee, Nathan","ITCE","no","11/14/2022","SUB","NOBID","Qualis","$83,000,000.00","$20,000,000.00","10%","No",,,"2/12/2023",,"SBSA","Moderate","CPFF",,,"NB","3/5/2023","william.glover@i3-corps.com",,"541330",,"Navy",,,"12/12/2022",,"5/19/2022","Yes",,"3/5/2028","60","$2,000,000",,,,"Grow","2023-06-05T15:54:31Z"
"720","212309","BASIC ELECTRONICS MAINTENANCE TRAINER (BEMT III) ","Orlando","McGee, Nathan","VTSG","yes","9/1/2023","PRIME","CAPTURE","i3","$15,000,000.00","$15,000,000.00","20%","No","04/05/23 - Unsolicited white paper provided detailing i3 solution (VTS, Navy Basic Electronics)
01/31/23 - Meeting in Orlando scheduled 2/28; Steve G and Matt B will attend
01/31/23 - Industry Day is scheduled in March; RFP expected June/July
01/03/23 - Government customer coming over to i3 ORL to talk BEMT opportunity | THURS 1/26. 
- Multiple interactions with Govt. customer. We are a Small in their NAICS.
",,"5/3/2024",,"SBSA",,,"STANDALONE",,"NB","3/10/2024","tonalea.howell@i3-corps.com",,"333318","Formal","Army",,,"10/9/2023",,,"Planning",,"3/1/2029","59","$3,000,000",,,,"Grow","2023-04-05T20:19:25Z"
"722","6403989","SHIELD - Technical","ESI","Mitchell, Ben","SET","no","5/31/2023","PRIME","NOBID","i3","$135,000,000.00","$135,000,000.00","20%","No","Decision made to no bid. Lesson learned on Direct Awards with direct competitors.",,,,"F&O","Moderate","T&M","EXPRESS",,"NB","11/15/2023","ben.mitchell@i3-corps.com",,"541715","Formal","Army",,,"7/1/2023",,,"Planning",,"11/15/2028","60","$27,000,000",,,,"Expand","2023-06-28T22:13:24Z"
"723","206598","Training Systems Contract V","TADSS","Rinna, Lee","HST","no","2/1/2027","PRIME","IDENT","i3","$980,000,000.00","$1.00","20%","No","Lee and Nathan working together and starting to dig in. This is a great prime opportunity.  Work will fall under HSI. ",,,,"Both",,,"STANDALONE",,"NB","8/1/2026","doug.brockhard@i3-corps.com",,,"Formal","Navy",,,"2/1/2026",,,"Planning",,"8/1/2031","60","$0",,,,"Grow","2023-07-11T17:18:42Z"
"724",,"AMTC GM-22-01-06: Prototype Rocket Propellant Development","ESI","Mitchell, Ben","SET","yes","4/30/2023","PRIME","PROPPREP","i3","$7,250,000.00","$7,250,000.00","40%","No","SOW completed and working through signature. Customer already looking to increase the ceiling.",,,,"F&O",,"CPFF","OTA",,"NB","10/15/2023","ben.mitchell@i3-corps.com",,"541715","Formal","Army",,,"7/28/2023",,"11/17/2021","Planning",,"10/15/2028","60","$2,900,000",,,,"Expand","2023-06-28T22:15:14Z"
"725","3246314","Flight Training UH-60M","TADSS","TBD","ITFS","no","10/1/2023","TBD","CANCEL","TBD","$1.00","$1.00","20%","No","10/25/22:  No additional information available at this time. 
8/23/22:  Sent email to KO requesting status update.
 SCOPE:  UH-60M IP Refresher Training to FBI student pilots; refresher in Instructor Pilots (IP) skills and techniques specific to the UH-60M. 
",,,,"TBD","Straightforward",,,,"NB","12/1/2022","tonalea.howell@i3-corps.com",,"	611512",,"FBI",,,"12/1/2023",,,"Planning",,"12/1/2027","60","$0",,,,"Grow","2023-03-28T18:42:25Z"
"726",,"AMTC GM-22-01-11: Prototype Instrumentation System Development for Explosive Testing","ESI","Mitchell, Ben","SET","no","3/15/2023","SUB","PROPSUB","Outpost Technologies","$8,000,000.00","$600,000.00","40%","No","Submitted all documents to Outpost Technologies. Could be a landing spot for propulsion congressional mark.",,,,"F&O",,"CPFF","OTA",,"NB","10/15/2023","ben.mitchell@i3-corps.com",,"541715","Formal","Army",,,"4/15/2023",,"11/16/2021","Planning",,"10/15/2028","60","$240,000",,,,"Expand","2023-04-05T18:57:44Z"
"727","9774376","Survivability, Vulnerability, and Lethality (SVL) RDT&E","ESI","Mitchell, Ben","SET","no","3/1/2022","TBD","NOBID","TBD","$1.00","$1.00","20%","No","OASIS Small Biz Pool 4. Answered sources sought and looking at team partners and developing call plan.",,,,"TBD",,,,,"NB","10/1/2022","william.glover@i3-corps.com",,,,"Army",,,"4/1/2022",,,"Planning",,"10/1/2027","60","$0",,,,"Expand","2023-04-28T14:46:24Z"
"728",,"R&D of High Altitude Capabilities for the Naval Surface Warfare Center","ESI","Watts, Rick","AELS","no","8/16/2023","SUB","INACTIVE","CACI","$462,891,144.00","$5,800,000.00","40%","No","Specific swim lane TBD ",,,"hannis.watts@i3-corps.com","F&O","Moderate","CPFF","IAC MAC",,"NB","7/19/2024","william.glover@i3-corps.com",,"541715","Formal","Navy",,,"9/16/2023",,,"Planning",,"7/19/2029","60","$2,320,000",,,,"Grow","2023-05-03T15:53:40Z"
"729",,"AMSA Log","ESI","Rabb, Kelly","AELS","no","3/31/2022","SUB","NOBID","TBD","$50,000,000.00","$5,000,000.00","30%","No","Working teaming strategy.  Navigator or Tolliver prime.
SSI, JS Solutions, i3",,,"hannis.watts@i3-corps.com","SBSA",,"T&M","EXPRESS",,"NB","7/29/2022","william.glover@i3-corps.com",,"541614",,"Army",,,"4/30/2022",,,"Planning",,"7/29/2027","60","$1,500,000",,,,"Expand","2023-04-28T14:46:27Z"
